data_std,data_skewness
-0.930008036130057,-1.400190284637696
-1.0509903222089627,-1.1918387019859067
-0.9036184218585148,0.3459566873962837
-0.9218378673912808,-1.158396983166212
-1.0235347542680022,-0.4149791202005835
-1.0495004258683367,-0.5286605603451682
-0.9091816229991412,-2.17741198032416
-1.0068748153022418,0.3594022813970328
-1.0856647031080486,-2.267336407193394
-1.0292067904413846,-0.1235949635150979
-0.9418047328659775,0.7924196015043431
-0.9381705679077876,-0.9940275844521728
-0.988575814774423,-1.041190340989111
-0.929142385697045,-1.111650430248938
-1.0642567196937385,0.0866491621693972
-1.0272030013122178,-0.5601658233931489
-1.0648097489684607,-1.1856135251182087
-0.932290530340237,-1.108289364297257
-0.9144365954607448,-1.6329965659083152
-0.8834871164097803,-0.3310641278464458
-0.8652945641072117,-0.4683583614513194
-0.995663776722508,-1.5915284252512332
-1.029672372230177,0.0112592811283432
-0.8579872488559652,0.1603999764117051
-1.0164641308349578,-1.1334961462321662
-0.8710488758794578,-0.110764616473996
-0.9294606846153752,-0.4273907434154867
-1.0020791630543038,-2.1380015006067983
-0.9922730384668992,-0.6847875893576497
-1.0008280655061537,-0.2521870052386861
-0.9957871722782003,-0.0495885201639305
-0.9038302890915598,-0.6314325172972187
-1.0434965367751723,-0.8338084305650673
-1.1551047704520108,-1.1959103980264616
-0.9231871503153,-1.30592104566521
-1.062477050999583,0.2143988266156813
-1.083799606895799,0.0708832438777836
-0.824922025535186,-0.745038477845571
-1.0479064931495332,1.2843818334916468
-0.8739364993506126,-0.3459616544774962
-0.9164549550256976,-0.8935255847694283
-1.0526248398444824,-2.381796948964804
-1.0087337462838957,-0.981233759175286
-0.9742819456768584,0.2910570911223586
-1.043731350526429,0.5421750572105776
-1.023549039132975,-1.611440456897089
-1.012189166279609,-0.6721104891003199
-1.0260096603718023,-0.1732173220674882
-0.9143869773147788,-2.0877524409879142
-1.005621376860031,-0.5411772897827143
-0.9577385771750904,-0.1926619791198489
-1.0159463570943958,-0.0722838032698907
-0.8634673157336163,-0.560536371255272
-0.924751893064804,-0.9059707845919164
-1.1195894226272325,-1.8154560021657244
-1.0262978509853304,-1.562928408420959
-1.0580322807950184,-0.6851137666866497
-0.9462406429104304,-1.8645923856591229
-0.8486458059555927,0.5843886782129196
-0.8876899365948365,0.3461964358939175
-0.9854142099597416,-0.1038232416360019
-0.9561614117783214,-1.2238129906727735
-0.9709249358528712,-1.4489548692731888
-1.008094030873284,-0.3844788852124569
-0.9863540417966568,-1.6608775535076723
-1.040486414101298,-0.7092544366655965
-0.901938594225156,-1.0431190125694088
-0.9644520411652204,-0.7250662374761966
-1.0168716541048888,-0.2205034569806109
-1.082676262515345,1.0731054724944045
-1.0072139053371765,-1.4458313045665354
-0.9176027461637236,-0.5151819342639867
-0.9433106408381992,0.8675133451002942
-1.0031991171256136,-0.2949313907794063
-0.946198302082504,-0.9233784539479248
-1.123492465861771,0.3247453202532248
-1.025060536177311,0.5056101733314563
-1.0842381098467178,-0.1884370608399766
-0.9572155225886344,-0.8725827120441303
-1.0391145454527262,-1.624786451208093
-0.995031890286474,-1.76689402210614
-1.061543012439429,0.3515155725795999
-0.9287304550981216,-1.0402905746074058
-1.0153762453992932,-0.3521734256664383
-0.9879625777368332,-0.7735081536721832
-1.0209230156457172,-1.598576606694777
-0.9462118192639872,-1.902378038755608
-0.9156411220572376,-0.9567565573267556
-0.957356633155725,-0.4075545180756534
-1.05391441911295,-0.4119192142306488
-0.9882545245922386,-0.3330518049382794
-0.9386928515963224,-1.349539214504497
-1.0348661193866362,-0.1773172151169645
-0.8037096270918956,0.9903257554852548
-1.1452564012868085,-0.0540982526368689
-1.0302569839090343,-0.2205437248317187
-1.0803267528157998,1.49678541994844
-1.0849528383839473,-0.5453056897253049
-1.0390413874048252,1.6545616298248604
-1.0555564339014496,0.1914322992858759
-0.9476316629638104,-0.0211845206023078
-1.0287131609219962,-0.9001923539372557
-1.0920051666497377,-1.818147814174803
-0.8676975113615022,-0.7015440876252548
-0.8406511400558442,1.476351133618803
-0.930235705895302,0.0761269136929013
-1.1156224699324906,-0.420028002580966
-0.9649511955491852,-1.161417306334027
-1.0001799270470255,-0.2251838742964015
-0.9601481394243612,0.3481620833716286
-0.9371908992183844,-0.1741807929859449
-0.962357196408765,-1.3140522423936487
-0.8898713225745577,0.850043102658445
-0.9892035273866336,0.2174031137512956
-1.0534319205923477,-0.6083812179000954
-0.9086855826135862,-2.384650292668302
-0.9474619755593096,-0.8063115631050489
-1.0159845514884875,-0.8206149558474751
-0.9480630744471168,-1.1763555177575498
-0.9542387879713526,-0.7690074534945361
-0.9785034543539064,-1.5700547314764317
-0.8450980163898751,-0.0323275150167576
-1.0130394450110027,0.740643628436758
-1.088526407540841,-0.3500949567838013
-1.0479772557859182,-1.8612937417623507
-1.0536967384535731,-0.2681845776569123
-0.8768505963837415,-0.0335646273610518
-0.968846627310232,-0.0794325220441542
-0.9671875944658114,0.1827592750974618
-1.036779214731912,0.1465007131734405
-0.9077785673033392,-0.7338270612792581
-1.0288843520388462,0.6958366305287317
-0.8596492431402806,-0.4520677738437315
-1.020086234683275,0.5949955496227436
-1.0147838395551236,0.0177174195714897
-1.0073781075619246,-1.048434437039015
-0.9295957055282128,-1.0273413525798758
-1.0032463378353769,-2.256653249334506
-0.971211284254594,0.5051947282435365
-0.9739659032870648,-1.328537202902493
-0.936910936645961,-0.6395471973869357
-1.0034302767742973,-0.1005152085237845
-0.9339648356254064,-0.2743341964397628
-1.0837717341614868,-0.471251575236313
-0.9137687684569664,-1.4866226743687845
-0.9397160349703756,-0.9248511950181032
-0.960818487350867,-0.3847029005605955
-1.0264653616679913,-0.8416103941061175
-0.9757964776666196,0.0644227264328026
-1.0287979540793422,0.0353115573138126
-0.930745989011034,0.4829524066488171
-0.95873695541879,-0.6230228653405303
-0.831577097993881,-1.227130397174751
-1.106812111814537,-1.28687146305652
-1.072868174278781,0.1477104313482312
-0.9765337635904742,1.0891488905047255
-1.1359845050934827,-0.7026234106015924
-1.0580068285872102,-1.886684740665064
-0.8783917179647215,-1.1177888631788848
-0.8588488117168406,0.3091737257944688
-1.0664163571235046,-0.7554103243718466
-1.074602671318262,-0.5774157532197144
-0.9022195737130032,1.6545325547142993
-0.9260381305088834,-0.9695517071441884
-1.0979193970150374,1.261296620994354
-0.9540293059786824,-1.4210234839990676
-0.9233091522140652,-0.8983119953946732
-0.9281729238484104,-0.1954398360424745
-1.067490028865364,-1.761252560719053
-0.8304393988674079,-0.378701584848129
-0.9616133652036202,-0.8727006899256415
-0.9425565762893444,-1.4804565413408388
-1.032173767526145,-1.1967432700953686
-1.013628884432138,0.1482455685872392
-0.884280259456191,-0.7012259454605551
-1.0931382808417798,-1.0925443387206262
-0.9987182465573726,-1.1059704458865105
-1.1173323226855068,-1.4281623918475872
-1.0123527680764746,-0.8876630731166508
-1.001715509395793,-0.537228338184627
-0.9668552859179111,-0.5494821658759355
-0.975733690534545,-0.9836771933985682
-1.0734029759400037,-0.7493407600517402
-1.0384095286188044,-1.2181707164625697
-0.8322088718548751,0.5854407518072755
-1.0644251881043796,-0.3070409111784675
-1.0846305615431575,-1.5273198164134811
-0.8673619484385481,-0.4180251275720132
-0.9713334848599792,0.0791951082425077
-0.9423047968787448,-0.8815044998832577
-1.081469759141959,0.2341866107448187
-0.9950041787707464,-0.7067637578481725
-0.9650299329891026,-0.838722547440294
-1.022276941417015,-0.3427713690164186
-0.9284252099284732,-1.47700230817165
-0.9863150974377296,-0.8090502115280948
-1.0346420702205568,-0.1079392977345229
-1.086132688214753,-0.4628442681863819
-0.945702636876636,-0.3465632780151646
-0.793238075490694,-0.2437372078818509
-0.9985767490118748,-1.319498196414453
-1.1091446145219992,-1.995548626991596
-0.9150075409418996,-0.5995662604617603
-1.0428064551429823,-1.5941254879280993
-1.0305234816305229,-0.6179486658544885
-0.974911569673261,-2.752990713856336
-1.1282626218901777,0.2527691374231709
-0.9014307276670692,-1.048378750345365
-0.8381834233916533,0.1476205748464489
-1.0602814129768212,-1.5711944724347835
-0.996911673748178,-0.9568355495665908
-0.9719819504288104,-0.3020272441378341
-0.9630364796527432,0.7007462711494759
-1.0034401754510986,0.8301682599113667
-1.0336776730776165,-1.0583168594371617
-1.0821835289869086,0.4517895787643743
-1.0330762216724416,-0.7141289295914923
-0.972333971326132,-0.1689271606202362
-1.024855346014578,-0.7151006496889774
-0.963167907331796,-0.865573824483946
-1.0742263463401438,0.1778305459631775
-0.95870501393967,1.7093372832920062
-1.12095791276655,-1.2521851303356173
-0.9793574203688544,0.636168333112584
-0.995517489788746,-1.148362810418183
-1.0374192872028591,-0.6471056675153344
-0.9445483844588072,0.7495898682875858
-1.0356854261609465,-1.5031622678550898
-0.9188152593000848,-0.8803879134460391
-0.9964221244603144,-1.0318060694377391
-0.9915367204442576,-1.7399725495665566
-0.8384704586902154,1.0971717250152293
-0.9331413698439136,-1.100651982354655
-0.9255178314156202,-0.2133242115648888
-1.0149353604538265,-0.3808188937998578
-0.9815641530775796,-0.9512480019148252
-1.037487742484037,-1.2269668443633055
-1.045549587777658,0.2525365267870639
-0.9462505512042704,-0.9914283712479404
-0.9704037505356992,-0.9286765523834368
-0.9768124398665292,-0.9949005029285994
-1.0279999010576857,0.0639701949570113
-1.1149359134165768,1.0802770877626
-0.8109298512824247,-0.0214081241986276
-0.8444800783066579,-0.3116935313885771
-0.8589874237969471,1.3335456367609588
-1.0934591988849325,-0.4994391361803396
-0.8938216748410558,-1.0499752233687751
-0.9595737324313062,-0.0620193737135845
-0.9254050525769144,-1.0663664683801393
-1.063536130591188,0.5000146517263534
-0.9569787611487892,-0.6711160749768197
-0.7885450729312692,-0.3432702397614838
-1.0483018034974172,-0.0197117147107793
-0.888793857317373,0.3761036548988253
-1.1502826353772364,-0.3162061630982811
-1.0951954387661416,0.1972474765487618
-1.0518852829983103,-0.4798577756461484
-1.0602953264266488,-0.8126103216965206
-0.9075717927781096,-1.1595834819070037
-0.9847355244109316,-0.2223140383634768
-1.058081576450575,-0.4565740021013784
-0.9346445782840906,-1.212241611742391
-1.0649360985529053,-1.5096148617189156
-0.9953085125337456,-0.1833747264075008
-0.8937532134348424,0.1446685209313149
-0.991004425578858,0.1772427530024563
-0.9355330285863626,-1.0204810449997572
-0.8380734387943716,0.2358781665083004
-0.9709889850642206,-0.3719423451402724
-1.0134573798335964,-0.614370435943358
-1.0253088873151712,0.3791458705611428
-0.9649950677091232,0.1409341217971376
-1.064010818322103,-0.0429394206227707
-0.9481085973569104,-1.859221398092751
-0.9368650705587236,-0.7774032204009713
-0.909009716484878,-1.963994235105753
-1.0500809183880428,0.0035347987853773
-1.0291824531971498,0.570455666340376
-0.8710725730260278,-0.3174314936762342
-1.0443776513366674,-0.1732994219939478
-1.0087158445731217,-1.673013336425826
-1.0742039929282092,-0.3447158626405397
-0.990348809926092,-0.387799940356288
-1.029739939716512,-0.3720072417714422
-0.917883900628378,0.0609721902104735
-1.1081993370705467,-1.7412071145915842
-0.942668980749194,-1.6485888425451611
-0.9755222774414436,-1.667336717486996
-0.9217757233708608,-0.0480949646840143
-1.0397085647959707,0.6493577730618505
-1.0638716163323636,-0.5397628492232309
-1.1417157191389329,0.0337145392027416
-0.93503627478355,-0.3859261382987134
-0.9888110797798946,1.0789578954943695
-0.9611574015110952,-1.0073977989710807
-0.9807212662022732,-0.1557083958174925
-1.0682802462552303,-0.3625854563307786
-1.0341776676801184,-0.3082667968994123
-0.9339642029432578,-1.7859315026563467
-0.9553559541485106,-0.3857055150352402
-1.04433330403966,-1.1518102495587446
-0.8814302620923637,-0.2748570193039577
-1.0073402941632037,-0.6133735105018314
-1.0371181889684498,0.270846766626618
-1.0079034520486747,0.4812794737405983
-0.9781945901513376,0.474067908183566
-1.0084979619500245,-0.1072291162427338
-1.0097153918928887,-0.165750331502961
-0.9945049664125448,0.5090400227463441
-1.1300846342039943,-1.4527117155010831
-1.0067352566566086,-1.8021134384403927
-1.0667133825885378,0.0037898033945166
-0.9438623992546348,-0.245447795708649
-1.0320335232245732,-1.1008713485252877
-0.9327063301524952,-0.0819986127827342
-0.9466034803053818,-1.5901290220881317
-1.0338188867698832,-0.2224766617367896
-1.0062414093079783,0.4408392718205624
-1.0923218877595715,1.1411716542793968
-0.9857199284296388,-1.1004909817085888
-0.9646391718985984,-1.5080788569568275
-1.056178732380521,-1.2276803567499062
-0.9831425859651672,0.3516053201865253
-1.0699713860661333,-0.1924430174902992
-0.8751008171596685,-0.0264083684555445
-1.0978475897412576,-0.4401015769504677
-1.0627241868834156,0.3663074450463782
-0.9913615345312908,-1.2179989483997595
-1.0623747078833503,0.5388379859480563
-1.1170783299164668,-0.0902428729885782
-0.913030054560943,1.045071971059606
-1.0679556315335434,-0.3270971893823928
-0.9614313157747796,-0.6600813229008141
-1.0185459546503874,-0.1766109463612896
-0.828439013942097,-0.8899069479923865
-0.9606450363580136,-1.1587762061699556
-1.0239675587004222,-1.290180480518686
-1.0387660112969657,-2.1446520332504786
-0.8163119601637278,0.0778117484930287
-0.9656377583585884,-0.9681735796548866
-0.8993705154469963,-0.7860143428633812
-0.995037065385726,0.2846638167393093
-0.9677948873452994,-0.0947259217174478
-1.013964155831207,-0.4521529147124511
-0.9537477589379796,-0.961555363204906
-0.8687585025679752,-0.8693864928421882
-0.9430862677315736,0.1883549367706911
-0.9791656626463724,-0.5269546655953692
-1.052790649479838,0.0218801127193744
-0.9430914584340144,-0.2895135515901891
-1.0610478279379183,0.5598402183192914
-1.022016259257109,-1.25915002613618
-0.957900193146382,0.829617300482659
-0.9359602410353558,-2.579825137486444
-1.0634424852139226,0.2184008850780864
-1.0431125763569131,-0.6031753982190341
-1.0341045170025456,0.4760177619718152
-1.114988346471463,-0.1974953646431838
-1.0254976181296944,-1.4010704019630285
-1.1491135607597494,-1.4854271924307574
-0.8872445237048556,-0.6452196108265907
-1.0778340353765925,-0.6917243541601199
-1.0679221615139385,-0.3002065068066856
-1.0481239869804764,-0.3417657423075534
-1.064559750535044,0.1124662404528462
-1.0239504760872449,-0.9106455006217676
-0.9444728991238656,0.1228492098360588
-0.9780952961326193,-0.006371683624294
-1.0314913466713578,-0.5169258701598957
-0.8657807526926674,-0.9670563487743096
-1.114775393711823,-1.1933163845260788
-0.9842433843498104,-0.8246319628214903
-0.8345491479789585,-0.2023072542298245
-0.8194687536165427,-1.623178044075023
-1.1368171328542185,-1.6269945992093908
-0.8923707765335699,-0.0376788829826629
-1.0259337701089846,-1.036003155808012
-0.8973329133062338,-0.1457387778642659
-1.1132453042577062,0.5360935837937836
-0.8624909518072171,1.0814971504926618
-0.8628798049230284,-1.3941041770436402
-1.0050689762053524,-0.957749867301347
-1.0338096900767255,-1.0901859971042551
-0.9907699141161268,-0.2065629093294651
-0.9728617308601304,-0.2493638136416304
-1.0488874356881572,-0.1644144871832822
-0.9727964838819791,-1.1591253586178536
-1.0576234989403157,-1.417466454068525
-1.1481117582638618,-1.2491987801254274
-0.9611209114782908,0.1043203913246736
-1.019682556636601,-0.117388690937781
-0.9799093720096612,-0.9936280763783216
-1.0472031012909495,-1.482243399351816
-0.9096548554471569,-0.9836234027324702
-0.9038555053648596,-0.5109627183357882
-1.0841047029892517,-1.1612986180808946
-0.9923282955424284,-1.899412723724908
-0.970839411316307,-1.351804581993719
-0.97353557617765,-0.5946805199592036
1.473777911147515,1.353190961996552
0.8904060529725712,-0.6122131312709839
1.016223812758891,1.0836128883649494
0.9556854957762154,0.0428125734929981
0.7290405724567887,3.342446849813405
0.9038443227823604,0.9459358047807186
1.0538421202201125,0.8250465526641627
0.9855435798873906,-0.1521340991991301
1.2833887874642884,0.6618573203855366
1.3876542571771926,1.449065375724787
1.2021227731794208,1.9169841388320712
0.442778877121843,-0.516149275099209
1.0838595183684845,1.6928811819109446
0.6171478453739319,-1.232539216696206
0.8581119429337674,2.2351678137874558
0.9902936281658804,1.6939758080016327
0.98154884644825,-0.0545948085941132
0.5694236786376102,-0.341301869036111
0.951920102792658,0.5239250994468994
1.1077198077880934,1.1345786894909762
0.904745387903656,0.846812192636242
0.9068572503665014,-0.636886513627895
0.9882789811947008,1.4118181268887036
1.2764239173013898,0.0547519864382215
1.4327070966896542,1.1254538111374923
0.9748805589601016,0.140772612097828
0.5915446457821658,2.0325390098171163
0.8336249410629218,1.8922449049307744
1.23470245685398,0.0596009220401256
1.066074756214326,-0.434436636723136
1.0902567541814463,1.9388791345998828
1.0477020387328542,0.4961330308664419
1.2547245069490731,1.3998406460017332
1.336672142154146,0.8560938143587995
1.2263776713089376,1.0505438041169284
0.9973808250185924,1.6097426101008383
0.7887947814609845,1.9400291689463356
0.8497194644660386,-0.5031283862708955
1.1518418556341783,1.2572468434921948
1.142220980619867,1.6062966906796845
0.9454072931446734,-0.8942107867687964
0.9372532434388624,-0.3974778760740041
0.920762828834062,-0.6644019665953274
1.215295117101295,0.7022849430846222
1.0299204584980566,-0.6196696359483338
0.8059183785116895,0.1629101599112825
0.9641423754498402,-0.4415392626322827
1.165286723522467,0.066601924504351
1.4166742978926563,1.1259395006355808
1.067731807389281,1.1611057693980205
1.139364241980589,0.0045809460353987
1.129424750693749,1.217182233324857
1.1313406105321904,0.90273890011105
0.8672358231664616,-0.5142180109394279
0.8380590485779323,0.5690575465544211
1.0794185994889822,-0.5182623524747255
0.8860734473424541,-0.8178496651463002
0.8601047012554968,1.591444428878479
1.2265399662394945,0.7320683717109688
1.1453110863531186,1.0823084574822872
1.0422444764910694,1.0479053328009855
1.4687793528079536,0.1398303414666278
0.4726820501356245,-0.8674003680160174
0.7467801501033405,-0.6093690390769826
1.0254080389478268,1.5535841482902153
1.146466707727777,0.2130372885159303
1.2210761732202031,1.280279984034341
0.9904064957144664,-0.5093330754752623
1.178168442480385,1.7706839142957915
0.6991265959035078,2.5146949116577635
1.2278903968151416,0.6272571755839709
0.8820889138966389,-0.2267881256656986
0.7506553938399004,-0.1418293614894222
1.2846299079494932,0.791711722096627
0.9153657508580952,-0.3600026757901773
0.963123831097395,1.6159032930517003
0.9398951918643912,1.7976698810584104
1.073419488691841,1.51501251958812
0.8095073404793106,1.6143497790711787
1.056422686135886,1.7413708060893496
1.0772532951266924,-0.3297326464031189
1.4539355133818408,1.1838650298002982
0.894452173292801,-0.5437844075039632
0.7414357780220051,1.1317956094062924
1.0336896058953773,-0.2206796401733563
1.3985422022839735,0.5316013626934133
1.2893161138258027,0.4999346257032791
0.8365513292317324,-0.1390748809374617
0.669337977393796,-0.7278766443223244
0.958981341494338,0.8498981369874962
0.9758074002388558,-0.7198467357827726
0.9433192032206466,-0.8979118422365058
1.3959315332917108,0.7304981002586781
0.7587792993235657,0.0472492052730035
